FILE: evap-pan.xls Updated: 7/24/2012 by John P. Anderson
File header updated by Ken Ramsey on 02/11/2013.

Data entered & verified in KeyesPunch dataentry software beginning with date 5/8/12. 
Data appended to this file from KeyesPunch data output file

Variable description:
interval_days = number of days between readings (date_read minus begin_period)
date_start = beginning date on which evaporation calculation is based
date_read = date of measurement
time = military time of measurement
curT = current water temperature (F)
minT = minimum water temperature since last reading (F)
maxT = maximum water temperature since last reading (F)
i_water = initial water level (inches)
f_water = final water level after evaporation (inches)
rain = rainfall since last measurement (inches)
init = initials of field reader
evap = evaporation since last good measurement (begin_period to date_read) (inches)
qflag = quality flag (C=good data. Comment present; G=good data; E=esimated water level; H=water level too high to measure; I=ice in pan; L=water level too low to measure; Q=questionable water level; R=missing rain data; T=missing min or max temperature; W=missing water level
comment = comment

interval_days,date_start,date_read,time,curT,minT,maxT,i_water,f_water,rain,init,evap,qflag,comment
2,07/23/2006,07/25/2006,1100,76,63,93,3.927,3.021,0.00,MA,0.906,G,
3,07/25/2006,07/28/2006,1320,78,65,95,3.976,2.670,0.00,MA,1.306,G,
7,07/28/2006,08/04/2006,1200,75,66,92,4.012,3.562,1.02,JK,1.470,G,
4,08/04/2006,08/08/2006,1000,84,63,92,4.149,3.849,0.64,JK,0.940,G,
3,08/08/2006,08/11/2006,1130,82,66,92,4.174,3.149,0.00,MA,1.025,G,
4,08/11/2006,08/15/2006,1415,74,63,94,4.164,3.044,0.19,JK,1.310,G,
3,08/15/2006,08/18/2006,1030,72,62,83,4.014,3.908,0.26,JK,0.366,G,
6,08/18/2006,08/24/2006,1400,83,63,92,4.403,4.610,1.77,JK,1.563,C,No water added.
1,08/24/2006,08/25/2006,1535,86,64,90,4.610,4.317,0.00,DP,0.293,C,No water added.
4,08/25/2006,08/29/2006,1430,88,64,93,4.317,3.686,0.62,JK,1.251,G,
3,08/29/2006,09/01/2006,1200,85,63,92,4.440,4.067,0.43,JK,0.803,C,No water added.
3,09/01/2006,09/04/2006,.,.,.,.,4.067,.,.,.,.,H,Pan over flowed
3,09/04/2006,09/07/2006,1230,.,.,.,.,.,.,DP,.,C,Pan Cleaned and reset
5,09/07/2006,09/12/2006,1200,75,58,88,3.962,3.113,0.15,JK,0.999,G,
3,09/12/2006,09/15/2006,1115,73,59,83,4.027,4.091,0.58,JK,0.516,C,No Water Added
4,09/15/2006,09/19/2006,1510,.,47,85,4.091,2.932,0.00,JA,1.159,G,
6,09/19/2006,09/25/2006,1440,82,49,96,4.340,2.797,0.04,JK,1.583,G,
4,09/25/2006,09/29/2006,1200,75,52,86,4.198,3.402,0.04,JK,0.836,G,
4,09/29/2006,10/03/2006,1500,83,51,85,4.206,3.268,0.00,JK,0.938,G,
3,10/03/2006,10/06/2006,1330,76,56,82,4.381,3.553,0.00,JK,0.828,G,
4,10/06/2006,10/10/2006,1500,73,50,82,4.242,5.112,1.58,CC,0.710,C,No Water Added
4,10/10/2006,10/14/2006,1830,65,49,78,5.112,5.044,0.45,CC,0.518,C,No Water Added
1,10/14/2006,10/15/2006,1530,72,76,55,5.044,.,0.32,CC,.,H,No Water Added. Too high to read.
6,10/14/2006,10/20/2006,900,44,41,74,.,4.794,1.04,JK,1.610,C,No Water Added. Too high to read.
5,10/20/2006,10/25/2006,1030,64,44,72,4.794,.,0.46,CC,.,H,WATER DRAINED B/C OF RAIN [high water level height]
9,10/25/2006,11/03/2006,1100,56,38,72,4.880,2.794,0.00,JK,2.086,G,
7,11/03/2006,11/10/2006,900,45,40,71,4.208,3.184,0.00,JK,1.024,G,
7,11/10/2006,11/17/2006,1200,53,36,66,4.375,3.135,0.00,JK,1.240,G,
3,11/17/2006,11/20/2006,.,.,.,.,4.838,.,.,JK,.,M,Depth gauge messed up
8,11/20/2006,11/28/2006,1515,58,38,62,.,.,0.00,CC,.,M,New reading with reinstallation of reader [depth gauge]
14,11/28/2006,12/12/2006,1430,52,31,58,3.519,2.334,0.11,JK,1.295,C,frozen a lot lately
8,12/12/2006,12/20/2006,.,.,.,.,4.048,.,.,CC,.,I,"No reading, frozen"
24,12/12/2006,01/05/2007,1330,54,31,59,.,3.011,0.24,CC,1.277,G,
6,01/05/2007,01/11/2007,1330,57,31,57,3.520,3.064,0.06,JGK,0.516,G,
15,01/11/2007,01/26/2007,1200,39,31,60,3.937,4.033,1.12,JGK,1.024,C,No water added
5,01/26/2007,01/31/2007,1430,52,35,60,4.033,3.896,0.15,JGK,0.287,C,no water added
9,01/31/2007,02/09/2007,1130,53,31,64,3.896,2.774,0.00,CTB,1.122,G,
7,02/09/2007,02/16/2007,1230,52,35,63,4.602,3.966,0.24,CTB,0.876,C,No water added
7,02/16/2007,02/23/2007,1230,58,35,65,3.966,2.765,0.00,JGK,1.201,G,
5,02/23/2007,02/28/2007,1120,43,33,65,3.911,.,0.00,CDC,.,M,evap pan releveled and cleaned
8,02/28/2007,03/08/2007,1245,63,31,74,3.610,2.057,0.00,CTB,1.553,G,
8,03/08/2007,03/16/2007,930,45,40,80,3.804,1.911,0.00,JGK,1.893,G,
7,03/16/2007,03/23/2007,1300,62,41,79,4.247,2.413,0.09,JGK,1.924,G,
7,03/23/2007,03/30/2007,1400,67,36,82,4.288,2.532,0.07,JGK,1.826,G,
6,03/30/2007,04/05/2007,1000,55,38,78,3.972,2.236,0.00,JGK,1.736,G,
8,04/05/2007,04/13/2007,1400,78,38,80,4.132,1.384,0.01,JGK,2.758,G,
7,04/13/2007,04/20/2007,1345,78,38,80,4.570,1.901,0.00,CTB,2.669,G,
7,04/20/2007,04/27/2007,1430,87,38,88,3.902,1.042,0.00,JGK,2.860,G,
7,04/27/2007,05/04/2007,1430,79,49,86,4.448,2.730,0.57,JGK,2.288,G,
4,05/04/2007,05/08/2007,1000,59,43,81,4.875,3.287,0.04,JGK,1.628,C,Pan cleaned
3,05/08/2007,05/11/2007,1200,74,50,86,3.954,3.199,0.08,CTB,0.835,G,
4,05/11/2007,05/15/2007,1445,85,55,89,4.161,2.684,0.00,CTB,1.477,G,
2,05/15/2007,05/17/2007,1430,77,54,84,4.204,4.421,0.94,CTB,0.723,C,No water added due to rain
6,05/17/2007,05/23/2007,1330,80,52,88,4.421,2.090,0.00,JGK,2.331,G,
6,05/23/2007,05/29/2007,1500,84,51,88,4.244,2.915,0.91,JGK,2.239,G,
3,05/29/2007,06/01/2007,1445,87,52,87,4.110,2.839,0.00,CTB,1.271,G,
3,06/01/2007,06/04/2007,1300,82,55,89,4.450,3.277,0.00,CTB,1.173,G,
3,06/04/2007,06/07/2007,1400,79,52,90,4.541,2.752,0.00,CTB,1.789,G,
4,06/07/2007,06/11/2007,900,68,52,92,4.501,2.800,0.00,JGK,1.701,G,
4,06/11/2007,06/15/2007,1130,76,55,92,4.368,2.970,0.14,CTB,1.538,G,
4,06/15/2007,06/19/2007,1300,86,55,95,4.283,2.160,0.00,JGK,2.123,G,
2,06/19/2007,06/21/2007,1530,89,61,94,4.074,3.022,0.00,CTB,1.052,G,
5,06/21/2007,06/26/2007,1500,91,59,97,4.286,1.413,0.00,CTB,2.873,G,
3,06/26/2007,06/29/2007,1500,92,59,93,4.619,3.892,0.67,CTB,1.397,G,
4,06/29/2007,07/03/2007,1030,77,61,94,4.342,2.645,0.00,JGK,1.697,G,
3,07/03/2007,07/06/2007,1400,84,61,95,4.250,3.156,0.30,CTB,1.394,G,
4,07/06/2007,07/10/2007,1300,89,63,96,4.648,3.026,0.00,jgk,1.622,G,
3,07/10/2007,07/13/2007,930,72,65,95,4.504,4.514,0.84,jgk,0.830,C,no water added
4,07/13/2007,07/17/2007,1330,90,65,98,4.514,3.550,0.58,JGK,1.544,G,
3,07/17/2007,07/20/2007,1100,77,64,97,4.345,3.124,0.00,CTB,1.221,G,
4,07/20/2007,07/24/2007,1500,89,66,93,4.422,3.870,0.38,JGK,0.932,G,
3,07/24/2007,07/27/2007,1000,67,64,94,4.238,3.514,0.11,LS,0.834,G,
4,07/27/2007,07/31/2007,1230,85,64,95,3.929,2.860,0.08,LS,1.149,G,
3,07/31/2007,08/03/2007,1130,80,66,93,3.889,3.330,0.14,LS,0.699,G,
4,08/03/2007,08/07/2007,1300,85,64,93,4.230,2.778,0.00,CTB,1.452,G,
3,08/07/2007,08/10/2007,1130,79,75,92,4.777,4.248,0.45,JGK,0.979,C,No water added
4,08/10/2007,08/14/2007,1330,84,62,96,4.248,2.674,0.00,JGK,1.574,G,
3,08/14/2007,08/17/2007,1350,90,63,92,4.219,3.104,0.00,LS,1.115,G,
4,08/17/2007,08/21/2007,915,68,65,97,4.119,2.643,0.00,LS,1.476,G,
3,08/21/2007,08/24/2007,1245,85,74,94,4.252,3.284,0.33,CTB,1.298,G,
4,08/24/2007,08/28/2007,1300,88,64,91,4.556,3.282,0.00,CTB,1.274,G,
3,08/28/2007,08/31/2007,1245,82,63,91,4.573,3.637,0.04,CTB,0.976,G,
4,08/31/2007,09/04/2007,1310,82,58,89,4.723,4.018,0.55,LS,1.255,G,
3,09/04/2007,09/07/2007,1430,89,69,91,4.528,3.821,0.09,JK,0.797,G,
3,09/07/2007,09/10/2007,1000,69,62,91,4.363,4.141,0.61,LS,0.832,C,Evap pan cleaned
4,09/10/2007,09/14/2007,1430,85,59,91,4.352,3.151,0.00,CTB,1.201,G,
7,09/14/2007,09/21/2007,900,61,57,88,4.526,3.070,0.43,JGK,1.886,G,
7,09/21/2007,09/28/2007,1400,82,55,87,4.966,3.056,0.00,JGK,1.910,G,
7,09/28/2007,10/05/2007,1200,74,58,86,4.187,3.603,0.00,JGK,0.584,G,
7,10/05/2007,10/12/2007,1100,65,43,85,5.040,3.098,0.00,JGK,1.942,G,
7,10/12/2007,10/19/2007,1000,46,41,81,4.442,2.290,0.00,LS,2.152,G,
4,10/19/2007,10/23/2007,1045,42,37,72,4.290,2.958,0.00,LS,1.332,C,"Need to recalibrate depth gauge [difference between initial and final levels is correct, though]"
3,10/23/2007,10/26/2007,1030,47,40,74,4.277,3.721,0.00,LS,0.556,C,depth gauge working properly
11,10/26/2007,11/06/2007,1315,63,40,73,4.600,2.513,0.00,LS,2.087,C,added extra algacide b/c tank was full of bird poo
3,11/06/2007,11/09/2007,1100,63,42,71,4.327,3.847,0.00,JK,0.480,G,
6,11/09/2007,11/15/2007,930,44,38,71,4.230,3.178,0.00,LS,1.052,G,
6,11/15/2007,11/21/2007,1230,64,36,66,4.082,3.275,0.07,LS,0.877,G,
8,11/21/2007,11/29/2007,.,.,.,.,4.050,.,.,.,.,M,
8,11/29/2007,12/07/2007,945,52,36,63,.,3.586,0.47,LS,.,M,No water added
7,12/07/2007,12/14/2007,1000,36,34,64,3.586,3.474,0.39,LS,0.502,E,"no water added, thin ice pancake floating in center of pan about 1mm thick"
7,12/14/2007,12/21/2007,1030,44,30,59,3.474,2.742,0.00,LS,0.732,G,
28,12/21/2007,01/18/2008,.,.,.,.,4.692,.,.,.,.,I,"not done, frozen"
35,12/21/2007,01/25/2008,1000,41,30,57,4.692,2.876,0.07,LS,1.886,C,"cleaned pan, ball valve broke John K repaired it"
7,01/25/2008,02/01/2008,1400,.,.,.,4.315,.,0.01,LS,.,I,"levels and temp not measured, ice too thick"
14,01/25/2008,02/08/2008,1300,57,30,60,4.315,2.133,0.00,LS,2.192,G,
6,02/08/2008,02/14/2008,1430,63,37,67,4.023,2.836,0.00,LS,1.187,C,day early b/c of expected freeze
8,02/14/2008,02/22/2008,1300,54,36,66,4.552,3.340,0.30,JK,1.512,G,
7,02/22/2008,02/29/2008,1130,56,36,71,4.419,2.732,0.00,JK,1.687,G,
7,02/29/2008,03/07/2008,1300,54,33,71,4.701,2.795,0.00,JK,1.906,G,
6,03/07/2008,03/13/2008,1500,71,37,72,4.384,3.032,0.00,LS,1.352,G,
5,03/13/2008,03/18/2008,1030,61,36,72,4.746,2.940,0.00,LS,1.806,G,
6,03/18/2008,03/24/2008,1430,72,37,76,4.314,2.680,0.00,LS,1.634,G,
4,03/24/2008,03/28/2008,1500,76,41,76,4.362,2.759,0.00,LS,1.603,G,
7,03/28/2008,04/04/2008,1330,70,37,76,4.108,1.268,0.00,LS,2.840,G,
5,04/04/2008,04/09/2008,1300,69,39,78,4.264,2.050,0.00,LS,2.214,G,
3,04/09/2008,04/12/2008,1500,50,37,70,4.500,3.517,0.00,JK,0.983,G,
4,04/12/2008,04/16/2008,1300,71,37,77,4.353,2.462,0.00,JK,1.891,C,Cleaned evap pan
2,04/16/2008,04/18/2008,1330,64,37,73,4.782,3.844,0.00,JA,0.938,G,
4,04/18/2008,04/22/2008,1045,55,41,76,4.389,2.560,0.00,LS,1.829,G,
3,04/22/2008,04/25/2008,1000,51,44,78,4.479,2.910,0.00,LS,1.569,G,
4,04/25/2008,04/29/2008,945,48,40,79,4.245,2.739,0.00,LS,1.506,G,
2,04/29/2008,05/01/2008,1100,56,47,80,4.472,3.086,0.00,JK,1.386,G,
5,05/01/2008,05/06/2008,1430,81,39,83,4.402,2.043,0.00,LS,2.359,G,
3,05/06/2008,05/09/2008,1330,69,47,81,4.342,2.946,0.00,JK,1.396,G,
3,05/09/2008,05/12/2008,1230,72,47,85,4.243,2.655,0.00,LS,1.588,G,
4,05/12/2008,05/16/2008,1045,57,48,79,4.444,3.250,0.49,LS,1.684,G,
4,05/16/2008,05/20/2008,1500,90,50,90,4.472,2.978,0.04,LS,1.534,G,
3,05/20/2008,05/23/2008,1345,62,47,89,4.383,2.868,0.03,LS,1.545,G,
4,05/23/2008,05/27/2008,1445,86,47,86,4.248,2.342,0.00,LS,1.906,G,
3,05/27/2008,05/30/2008,1500,85,52,89,4.286,2.744,0.00,LS,1.542,G,
4,05/30/2008,06/03/2008,900,62,54,89,4.533,2.452,0.00,JK,2.081,G,
3,06/03/2008,06/06/2008,1000,60,47,85,4.583,2.343,0.00,LS,2.240,G,
4,06/06/2008,06/10/2008,1100,80,54,91,4.664,2.360,0.00,LS,2.304,G,
3,06/10/2008,06/13/2008,1230,79,53,89,4.802,2.670,0.00,LS,2.132,G,
4,06/13/2008,06/17/2008,750,62,57,94,4.725,2.407,0.00,JPA,2.318,C,Removed dead gambels quail from pan
3,06/17/2008,06/20/2008,830,62,59,95,4.091,2.401,0.00,JK,1.690,G,
3,06/20/2008,06/23/2008,1100,71,57,91,4.653,3.235,0.00,LS,1.418,G,
4,06/23/2008,06/27/2008,1100,76,63,92,4.587,2.462,0.00,LS,2.125,G,
5,06/27/2008,07/02/2008,800,64,59,94,4.795,3.370,0.56,JK,1.985,G,
1,07/02/2008,07/03/2008,841,66,62,95,4.988,4.642,0.06,JPA,0.406,C,No water added
5,07/03/2008,07/08/2008,.,.,.,.,4.642,.,.,.,.,H,too high to measure
3,07/08/2008,07/11/2008,.,.,.,.,4.642,.,.,.,.,H,too high to measure
15,07/03/2008,07/18/2008,1045,78,64,96,4.642,4.652,3.51,LS,3.500,C,no water added
4,07/18/2008,07/22/2008,.,.,.,.,.,.,.,.,.,H,too high to measure
4,07/22/2008,07/26/2008,.,.,.,.,.,.,.,.,.,H,too high to measure
11,07/18/2008,07/29/2008,1015,75,65,96,4.652,4.899,3.00,LS,2.753,C,no water added
2,07/29/2008,07/31/2008,730,65,65,96,4.899,4.072,0.00,JK,0.827,G,
8,07/31/2008,08/08/2008,1200,78,58,99,4.958,3.230,0.62,LS,2.348,G,
8,08/08/2008,08/16/2008,1015,67,62,99,4.686,2.986,0.49,JPA,2.190,G,
6,08/16/2008,08/22/2008,1015,73,61,99,4.241,3.339,0.51,JGK,1.412,G,
3,08/22/2008,08/25/2008,1200,80,62,81,4.424,3.689,0.05,SRB,0.785,G,
4,08/25/2008,08/29/2008,930,68,67,96,4.633,4.259,0.32,JGK,0.694,G,
5,08/29/2008,09/03/2008,1315,76,61,92,4.404,4.035,0.67,JPA,1.039,G,
2,09/03/2008,09/05/2008,1300,86,58,92,4.458,4.136,0.00,DES,0.322,C,Cleaned the pan
4,09/05/2008,09/09/2008,1230,80,62,91,3.768,3.632,0.59,DES,0.726,G,
3,09/09/2008,09/12/2008,1130,71,58,91,4.482,5.153,0.18,DES,.,H,rained previous night.
4,09/12/2008,09/16/2008,1230,70,52,91,5.153,4.364,0.00,DES,0.789,G,
7,09/16/2008,09/23/2008,1315,80,58,87,4.832,4.211,0.05,SRB,0.671,C,No water added
3,09/23/2008,09/26/2008,930,58,55,88,4.211,3.704,0.00,DES,0.507,G,
4,09/26/2008,09/30/2008,1017,58,51,82,4.716,3.290,0.00,DES,1.426,G,
3,09/30/2008,10/03/2008,1221,68,51,82,4.721,4.155,0.00,DES,0.566,G,
7,10/03/2008,10/10/2008,1230,73,.,91,4.720,3.656,0.30,ZT,1.364,T,"min was recorded as 81, which was greater than actual temp."
7,10/10/2008,10/17/2008,1315,66,45,81,4.273,4.291,0.05,SRB,0.032,G,
7,10/17/2008,10/24/2008,1010,42,37,78,4.291,3.486,0.00,DES,0.805,G,
7,10/24/2008,10/31/2008,1154,59,41,74,4.999,3.795,0.00,DES,1.204,G,
7,10/31/2008,11/07/2008,1014,39,35,73,4.833,3.426,0.00,DES,1.407,E,Ice was seen in the pan about 1/16 in. thick
7,11/07/2008,11/14/2008,1015,50,36,62,4.217,3.695,0.00,DES,0.522,G,
7,11/14/2008,11/21/2008,1015,42,36,63,4.712,4.076,0.00,DES,0.636,E,Ice was seen in the pan about 1/16 in. thick
5,11/21/2008,11/26/2008,1205,48,36,63,5.047,4.069,0.00,DES,0.978,C,Pan was cleaned
9,11/26/2008,12/05/2008,1030,39,37,59,4.650,4.285,0.37,SRB,0.735,C,No water added
7,12/05/2008,12/12/2008,1200,44,31,54,4.285,3.895,0.38,DES,0.770,G,
7,12/12/2008,12/19/2008,1007,37,35,58,5.015,4.258,0.02,DES,0.777,E,Ice was seen in the pan about 1/16 in. thick
4,12/19/2008,12/23/2008,1110,44,34,54,5.023,4.652,0.00,DES,0.371,E,
17,12/23/2008,01/09/2009,1130,48,31,58,.,3.942,0.00,DES,.,M,[added] Too much water in pan last week for after measurement [and not baled to lower it at that time.]
24,12/23/2008,01/16/2009,930,51,32,58,4.808,4.294,0.00,DES,0.514,C,"Some ice, let melt before the measure"
7,01/16/2009,01/23/2009,1018,47,35,59,.,3.801,0.00,DES,.,M,
7,01/23/2009,01/30/2009,1130,39,31,67,4.491,.,0.00,SRB,.,I,"No reading, ice"
14,01/23/2009,02/06/2009,1500,64,32,67,4.491,2.468,0.00,SRB,2.023,G,
7,02/06/2009,02/13/2009,1030,45,30,67,4.300,3.274,0.00,SRB,1.026,G,
7,02/13/2009,02/20/2009,1508,58,31,60,3.274,1.919,0.00,DES,1.355,C,cleaned the pan
7,02/20/2009,02/27/2009,1352,71,36,75,3.344,1.666,0.00,DES,1.678,G,
7,02/27/2009,03/06/2009,1141,65,36,73,3.569,1.780,0.00,DES,1.789,G,
6,03/06/2009,03/12/2009,1204,62,37,75,3.497,2.264,0.09,DES,1.323,G,
8,03/12/2009,03/20/2009,1518,70,36,81,3.701,2.081,0.00,DES,1.620,G,
7,03/20/2009,03/27/2009,1415,59,35,81,4.019,1.668,0.00,DES,2.351,C,water was cloudy
7,03/27/2009,04/03/2009,1115,63,34,79,2.899,0.066,0.00,DES,2.833,C,cleaned the pan
6,04/03/2009,04/09/2009,900,44,37,76,4.718,2.378,0.00,DES,2.340,G,
8,04/09/2009,04/17/2009,1352,71,36,75,4.430,1.666,0.00,DES,2.764,G,
7,04/17/2009,04/24/2009,937,53,39,85,3.569,1.120,0.00,DES,2.449,G,
7,04/24/2009,05/01/2009,1239,83,39,88,3.464,.,0.00,DES,.,L,hook couldn't reach the bottom
3,05/01/2009,05/04/2009,1415,86,49,87,3.433,2.020,0.00,JPA,1.413,G,
4,05/04/2009,05/08/2009,1308,83,51,92,4.324,2.494,0.00,DES,1.830,G,
4,05/08/2009,05/12/2009,1000,58,52,94,3.778,1.906,0.00,SRB,1.872,G,
3,05/12/2009,05/15/2009,830,56,49,92,3.590,2.016,0.00,SRB,1.574,C,cleaned the pan
4,05/15/2009,05/19/2009,945,64,53,92,4.040,2.324,0.00,SRB,1.716,G,
3,05/19/2009,05/22/2009,1120,62,55,88,3.983,3.198,0.17,JPA,0.955,G,
4,05/22/2009,05/26/2009,930,59,53,88,4.162,3.518,0.36,SRB,1.004,G,
3,05/26/2009,05/29/2009,810,56,53,87,4.288,3.295,0.01,SRB,1.003,G,
3,05/29/2009,06/01/2009,825,57,53,88,4.266,3.546,0.30,SRB,1.020,G,
4,06/01/2009,06/05/2009,920,66,54,92,4.536,2.906,0.00,SRB,1.630,G,
4,06/05/2009,06/09/2009,945,58,54,85,4.052,1.947,0.00,JPA,2.105,G,
3,06/09/2009,06/12/2009,845,63,52,88,4.306,2.901,0.00,SRB,1.405,G,
4,06/12/2009,06/16/2009,1105,72,52,89,4.126,1.952,0.00,SRB,2.174,G,
3,06/16/2009,06/19/2009,800,61,60,89,4.169,2.937,0.00,SRB,1.232,C,cleaned the pan
4,06/19/2009,06/23/2009,705,76,63,91,4.641,3.209,0.06,RMF,1.492,G,
3,06/23/2009,06/26/2009,831,64,52,92,4.019,3.234,0.00,RMF,0.785,G,
3,06/26/2009,06/29/2009,849,67,64,92,4.559,3.378,0.06,SRB,1.241,G,
3,06/29/2009,07/02/2009,1255,88,64,94,4.076,2.816,0.00,SRB,1.260,G,
4,07/02/2009,07/06/2009,730,65,65,96,4.116,3.542,0.68,SRB,1.254,C,cleaned the pan
4,07/06/2009,07/10/2009,1000,74,65,95,4.230,2.274,0.00,SRB,1.956,G,
4,07/10/2009,07/14/2009,830,78,62,97,3.949,1.979,0.00,RMF,1.970,G,
3,07/14/2009,07/17/2009,1140,81,62,99,4.312,2.840,0.06,SRB,1.532,G,
4,07/17/2009,07/21/2009,1130,76,62,97,3.932,2.123,0.01,SRB,1.819,C,cleaned the pan
3,07/21/2009,07/24/2009,815,68,64,95,3.684,3.298,0.61,SRB,0.996,G,
4,07/24/2009,07/28/2009,1045,79,54,98,4.204,2.450,0.00,JPA,1.754,G,
3,07/28/2009,07/31/2009,845,66,62,96,4.373,3.266,0.10,SRB,1.207,C,Bird ladder rusting
4,07/31/2009,08/04/2009,1130,82,62,99,4.140,2.327,0.02,SRB,1.833,C,painted bird ladder
3,08/04/2009,08/07/2009,1235,85,63,98,3.835,2.606,0.07,SRB,1.299,G,
3,08/07/2009,08/10/2009,900,66,61,91,3.805,2.380,0.00,SRB,1.425,C,cleaned the pan
4,08/10/2009,08/14/2009,1215,81,63,94,3.876,2.527,0.13,SRB,1.479,G,
4,08/14/2009,08/18/2009,915,66,59,94,3.925,2.296,0.00,SRB,1.629,G,
3,08/18/2009,08/21/2009,1115,77,57,94,3.611,2.187,0.00,SRB,1.424,G,
4,08/21/2009,08/25/2009,1245,72,62,92,3.834,3.734,1.14,SRB,1.240,C,no water added
3,08/25/2009,08/28/2009,1230,79,59,94,3.734,2.876,0.00,SRB,0.858,C,cleaned out pan
4,08/28/2009,09/01/2009,1355,86,59,89,4.087,2.534,0.00,SRB,1.553,G,
3,09/01/2009,09/04/2009,1115,67,59,90,3.950,2.915,0.00,JPA,1.035,C,cleaned algea from thermometer
4,09/04/2009,09/08/2009,1140,69,59,94,4.442,3.238,0.00,SRB,1.204,G,
3,09/08/2009,09/11/2009,1011,62,54,89,4.047,3.726,0.49,RMF,0.811,C,"empty and refill, add algeacide"
7,09/11/2009,09/18/2009,1145,68,55,89,3.833,2.774,0.67,SRB,1.729,G,
7,09/18/2009,09/25/2009,1330,79,44,88,3.911,2.480,0.00,SRB,1.431,G,
4,09/25/2009,09/29/2009,1402,80,52,85,4.377,3.240,0.00,JPA,1.137,G,
3,09/29/2009,10/02/2009,930,54,46,82,4.387,3.442,0.00,RMF,0.945,G,
7,10/02/2009,10/09/2009,802,42,40,82,3.973,2.301,0.57,JPA,2.242,C,"empty and refill, add algeacide"
4,10/09/2009,10/13/2009,1152,69,45,78,4.092,3.057,0.00,JPA,1.035,G,
3,10/13/2009,10/16/2009,800,52,48,80,4.092,3.672,0.00,RMF,0.420,G,
7,10/16/2009,10/23/2009,1050,53,44,79,4.498,3.072,0.16,JPA,1.586,G,
7,10/23/2009,10/30/2009,1450,53,32,70,4.244,3.113,0.09,JPA,1.221,G,
7,10/30/2009,11/06/2009,945,45,37,70,4.407,3.410,0.00,SRB,0.997,C,no water added
7,11/06/2009,11/13/2009,815,52,39,73,3.410,2.212,0.00,RMF,1.198,G,
7,11/13/2009,11/20/2009,1230,44,34,63,4.370,3.464,0.00,SRB,0.906,C,no water added
5,11/20/2009,11/25/2009,1000,.,.,.,3.464,.,0.00,RMF,.,I,no reading frozen
9,11/25/2009,12/04/2009,1000,.,.,.,3.464,.,0.00,SRB,.,I,"frozen over, no reading"
21,11/20/2009,12/11/2009,1020,37,32,63,3.464,3.723,2.00,RMF,1.741,C,"empty, clean, refill"
7,12/11/2009,12/18/2009,1215,43,33,56,3.310,3.182,0.00,JRB,0.128,C,didn't add water
5,12/18/2009,12/23/2009,1115,38,27,56,3.182,2.896,0.10,JRB,0.386,C,didn't add water
16,12/23/2009,01/08/2010,1230,.,.,.,2.896,.,0.00,RMF,.,I,"frozen over, no reading"
23,12/23/2009,01/15/2010,1100,39,30,57,2.896,1.613,1.25,RMF,2.533,G,
7,01/15/2010,01/22/2010,1225,42,35,56,4.464,3.998,0.35,JRB,0.816,C,"no water added, raining"
7,01/22/2010,01/29/2010,1230,.,.,.,3.998,.,0.00,SRB,.,I,frozen no reading
14,01/22/2010,02/05/2010,1130,41,31,59,3.998,4.319,1.28,RMF,0.959,C,didn't add water
7,02/05/2010,02/12/2010,1140,45,36,60,4.319,3.675,0.17,JRB,0.814,C,didn't add water
7,02/12/2010,02/19/2010,1122,48,34,64,3.675,2.780,0.00,SRB,0.895,G,
7,02/19/2010,02/26/2010,940,44,32,63,4.402,3.221,0.00,RMF,1.181,C,didn't add water
7,02/26/2010,03/05/2010,1035,51,36,72,3.221,2.308,0.09,JRB,1.003,G,
7,03/05/2010,03/12/2010,1012,50,32,69,2.676,1.584,0.03,JRB,1.122,G,
7,03/12/2010,03/19/2010,1000,51,44,73,3.532,2.202,0.00,RMF,1.330,G,
7,03/19/2010,03/26/2010,1300,62,34,71,4.034,2.590,0.00,RMF,1.444,G,
6,03/26/2010,04/01/2010,1315,69,37,76,4.392,2.113,0.00,SRB,2.279,G,
8,04/01/2010,04/09/2010,1200,62,33,78,3.598,1.116,0.00,SRB,2.482,C,cleaned pan
7,04/09/2010,04/16/2010,900,52,43,84,4.393,2.216,0.00,SRB,2.177,C,"pump [Water storage tank] out of water, didn't add any"
3,04/16/2010,04/19/2010,940,54,48,82,2.216,1.724,0.09,SRB,0.582,C,added water
4,04/19/2010,04/23/2010,1200,46,34,83,3.014,2.383,0.22,RMF,0.851,G,
7,04/23/2010,04/30/2010,810,39,36,85,3.438,1.088,0.00,JRB,2.350,G,
4,04/30/2010,05/04/2010,1410,83,35,84,2.193,.,0.00,SRB,.,L,too low to measure
1,05/04/2010,05/05/2010,1205,84,44,72,2.224,1.813,0.00,SRB,0.411,C,took more water to field to fill
2,05/05/2010,05/07/2010,1100,73,46,85,3.520,2.433,0.00,RMF,1.087,G,
4,05/07/2010,05/11/2010,1115,63,53,85,4.314,2.448,0.00,JRB,1.866,G,
3,05/11/2010,05/14/2010,1512,78,40,86,3.699,2.061,0.00,RMF,1.638,G,
4,05/14/2010,05/18/2010,1230,74,49,87,4.065,2.935,0.00,SRB,1.130,G,
3,05/18/2010,05/21/2010,800,53,48,89,3.363,2.105,0.00,RMF,1.258,C,cleaned pan
4,05/21/2010,05/25/2010,830,51,46,89,4.433,2.123,0.00,RMF,2.310,G,
3,05/25/2010,05/28/2010,1010,66,47,87,4.320,2.954,0.00,RMF,1.366,G,
